"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","LV","Latvia",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","MT","Malta",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","NL","Netherlands",4.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","NO","Norway",6.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","PL","Poland",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","PT","Portugal",20.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","RO","Romania",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","SI","Slovenia",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2009","UK","United Kingdom",35.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","AT","Austria",7.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","BE","Belgium",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","BG","Bulgaria",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","CY","Cyprus",17.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","CZ","Czechia",98.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","DE","Germany",16.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","DK","Denmark",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","EE","Estonia",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","EL","Greece",33.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","ES","Spain",21.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","FI","Finland",2.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","FR","France",61.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","HR","Croatia",10.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","HU","Hungary",20.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","IE","Ireland",4.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","IT","Italy",22.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","LT","Lithuania",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","LU","Luxembourg",2.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","LV","Latvia",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","MT","Malta",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","NL","Netherlands",9.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","NO","Norway",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","PL","Poland",2.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","PT","Portugal",20.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","RO","Romania",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","SE","Sweden",7.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","SI","Slovenia",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2010","UK","United Kingdom",27.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","AT","Austria",5.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","BE","Belgium",23.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","BG","Bulgaria",3.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","CY","Cyprus",11.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","CZ","Czechia",70.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","DE","Germany",20.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","DK","Denmark",17.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","EE","Estonia",1.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","EL","Greece",147.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","ES","Spain",25.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","FI","Finland",19.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","FR","France",82.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","HR","Croatia",27.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","HU","Hungary",17.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","IE","Ireland",10.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","IT","Italy",17.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","LT","Lithuania",0.000000000,""
"Antimicrobial resistance","Pseudomonas aeruginosa|Carbapenems","I - 'susceptible, increased exposure' isolates ","N","2011","LU","Luxembourg",1.000000000,""
